,roberta_neg,roberta_neu,roberta_pos
64,0.94632643,0.07370954,0.005497357
65,0.89059734,0.12910087,0.006812418
66,0.16398673,0.4454368,0.41346222
67,0.10810125,0.7988878,0.12889071
68,0.30838624,0.69279605,0.03493455
69,0.61658335,0.35181537,0.06091576
70,0.33580709,0.6829731,0.017558787
71,0.34129533,0.6852648,0.009994999
72,0.6386504,0.31724334,0.07252392
73,0.87837434,0.14154978,0.0068131117
74,0.98286563,0.037797112,0.0042460742
75,0.3167639,0.679328,0.039670732
76,0.72528404,0.29414487,0.0100105945
77,0.6915723,0.31807813,0.019994115
78,0.55149204,0.29429808,0.1797372
79,0.019901147,0.22550857,0.76535815
80,0.68428916,0.19430035,0.14589913
81,0.071921356,0.73086923,0.22953032
82,0.84452784,0.169405,0.0131645575
83,0.29422995,0.6601228,0.08012723
84,0.1322004,0.7625269,0.14022934
85,0.8597415,0.16093841,0.0064190635
86,0.9302322,0.09426995,0.0014975569
87,0.48621592,0.5152329,0.031516626
88,0.81270385,0.18782748,0.026591534
89,0.9663567,0.052963085,0.005828563
90,0.6885526,0.3252567,0.01605667
91,0.9889766,0.032704365,0.0031603477
92,0.50491005,0.39612874,0.12754498
93,0.93487346,0.08674092,0.0041862573
94,0.9268455,0.09743315,0.0017722701
95,0.2808213,0.17274335,0.56095797
96,0.9059217,0.115853846,0.0045463843
97,0.9547657,0.06919243,0.0015834114
98,0.83202994,0.18912546,0.006455507
99,0.8534413,0.16207735,0.011484251
100,0.9821008,0.041549414,0.0013927636
101,0.40824026,0.52682406,0.096610524
102,0.3404069,0.54565,0.14484777
103,0.42055473,0.4587631,0.1498899
104,0.6238688,0.326524,0.07806593
105,0.9754264,0.047961697,0.0017628777
106,0.1843078,0.5808433,0.26365334
107,0.5519607,0.44599935,0.03369572
108,0.5990026,0.37452805,0.056303438
109,0.9593149,0.064364836,0.0017695827
110,0.1398171,0.8345804,0.06363667
111,0.05737393,0.5560141,0.41155332
112,0.6246483,0.3539276,0.051005516
113,0.9178266,0.105235875,0.0030996557
114,0.3223638,0.38378695,0.31781954
115,0.0047696875,0.004730677,0.9920229
116,0.65721035,0.35289818,0.020165602
117,0.9798267,0.04327473,0.0019598864
118,0.81774795,0.19619277,0.013633259
119,0.9585764,0.064094715,0.0027506002
120,0.65726805,0.36953717,0.0041412306
121,0.7463336,0.23315512,0.047965758
122,0.95510733,0.06730949,0.0030563911
123,0.9202298,0.105455935,0.0005394961
124,0.02337114,0.70858544,0.29837108
125,0.9221839,0.09989144,0.00396955
126,0.3611094,0.6062661,0.06644053
127,0.9665313,0.056993153,0.0017902749
128,0.099828266,0.72479534,0.20808157
129,0.026065266,0.059636097,0.91851616
130,0.82103896,0.1728653,0.032803066
131,0.66160715,0.35418558,0.014632339
132,0.24549781,0.25681272,0.5148061
133,0.9136533,0.107342914,0.0051568206
134,0.82849884,0.18403731,0.014789969
135,0.98257357,0.039331384,0.0030590938
136,0.9156121,0.10736486,0.0032211328
137,0.91243756,0.09164978,0.021405535
138,0.90870535,0.11373631,0.0038577048
139,0.15701862,0.6510209,0.22297986
140,0.9782968,0.044970367,0.0018278803
141,0.9700887,0.053570066,0.0015981793
142,0.7563215,0.25493202,0.017304363
143,0.28016755,0.687233,0.06785578
144,0.9275485,0.095002085,0.0034180218
145,0.9917315,0.031233098,0.0018793894
146,0.94008577,0.07725009,0.008199558
147,0.1674688,0.62352145,0.23915583
148,0.9706005,0.0496288,0.004880281
149,0.6320574,0.35257277,0.045063585
150,0.67384017,0.35233483,0.004451385
151,0.03407514,0.30752832,0.67279166
152,0.97393286,0.049918197,0.0013453448
153,0.0030866638,0.010851645,0.9877938
154,0.9478402,0.07172415,0.005922989
155,0.9623431,0.05962121,0.0033620242
156,0.22233446,0.7317567,0.081656784
157,0.93530077,0.07643726,0.0136567205
158,0.8254891,0.19101246,0.011038025
159,0.84578407,0.1771248,0.0045280913
160,0.9384709,0.07952981,0.0075902063
161,0.77289665,0.21927944,0.03531773
162,0.9736807,0.048552763,0.0029021366
163,0.061213657,0.9541646,0.025706343
164,0.8946477,0.1237369,0.008001063
165,0.64578587,0.37912333,0.0061648786
166,0.8082096,0.21441025,0.00547373
167,0.9620677,0.055132937,0.00793843
168,0.9959496,0.02737151,0.0014623054
169,0.74250597,0.27881318,0.007890309
170,0.7686063,0.25493333,0.0052952114
171,0.008067033,0.071873195,0.924365
172,0.900986,0.11619261,0.009045605
173,0.85783094,0.16124894,0.007988515
174,0.8402802,0.17776,0.009298423
175,0.061061718,0.72799814,0.24290048
176,0.95632327,0.06332915,0.0056877118
177,0.88936317,0.12702236,0.010013472
178,0.5454672,0.4564764,0.029988281
179,0.08987852,0.5946881,0.34266722
180,0.19616725,0.6631573,0.17306688
181,0.95169836,0.06809825,0.0056314906
182,0.7214071,0.2936201,0.0143035725
183,0.8614603,0.1534566,0.011919126
184,0.53170055,0.4759721,0.024735073
185,0.9288101,0.09529611,0.001902713
186,0.9593082,0.06337082,0.0027300552
187,0.39366537,0.33754268,0.2925049
188,0.91175896,0.11159016,0.002932428
189,0.11295906,0.80386806,0.11936298
190,0.7621103,0.26056576,0.0062395176
191,0.7723677,0.25368345,0.0028180555
192,0.9111964,0.113863364,0.0013007778
193,0.023685656,0.122510076,0.8605038
194,0.17059045,0.5934871,0.26492763
195,0.80904955,0.2126739,0.0063189734
196,0.00775539,0.14070871,0.8586101
197,0.967103,0.0476607,0.010187467
198,0.0661873,0.8271373,0.14274938
199,0.4061258,0.44746408,0.17483683
200,0.97341925,0.050253138,0.0015258337
201,0.13067432,0.46959773,0.42283696
202,0.08978933,0.8883134,0.060970463
203,0.50373113,0.5056083,0.023632837
204,0.8566195,0.16467884,0.005881056
205,0.87387276,0.13911946,0.01354555
206,0.93247116,0.089713916,0.003681384
207,0.9314391,0.09207041,0.0024286653
208,0.6518727,0.35088015,0.027319472
209,0.01596758,0.7299887,0.28506768
210,0.7975053,0.2277579,0.0031272252
211,0.7711183,0.24784254,0.009644718
212,0.7475624,0.27306932,0.008460067
213,0.9225109,0.095752746,0.0076217465
214,0.9736631,0.04764623,0.0037892289
215,0.9924603,0.032449257,0.0
216,0.9089086,0.111124165,0.006165823
217,0.634853,0.32304764,0.070665516
218,0.97840345,0.044762805,0.0019229469
219,0.85845834,0.16050017,0.008093804
220,0.690421,0.3346552,0.0052109146
221,0.027436644,0.21773703,0.76545066
222,0.6251378,0.38102642,0.024521159
223,0.2617398,0.5771676,0.19149472
224,0.9262963,0.096176945,0.0035145413
225,0.9030882,0.11540345,0.0077482257
226,0.80025065,0.21965249,0.008222393
227,0.011016579,0.03190422,0.95983905
228,0.61161846,0.40080154,0.018757999
229,0.57863027,0.4391827,0.014169168
230,0.007346639,0.014090708,0.9805214
231,0.12420948,0.6297329,0.27547878
232,0.07094733,0.24162535,0.69999605
233,0.70787936,0.30491632,0.016685752
234,0.08144017,0.3104435,0.6236969
235,0.8192552,0.20355119,0.00509826
236,0.0010492975,0.039497968,0.9622941
237,0.3444645,0.28561834,0.39042675
238,0.4189294,0.49659184,0.11517545
239,0.9641589,0.055835452,0.0052201813
240,0.8506746,0.1585886,0.017536473
241,0.15779823,0.68478906,0.18981151
242,0.8600299,0.15590283,0.010969685
243,0.006967424,0.20425174,0.79839987
244,0.11786994,0.89116585,0.030785546
245,0.859296,0.1650202,0.0029373039
246,0.6178853,0.24259223,0.16446148
247,0.056105215,0.82582814,0.1538606
248,0.6965554,0.32571635,0.007793256
249,0.9896151,0.032620456,0.002616696
250,0.49995604,0.5185695,0.014884256
251,0.9184942,0.10391233,0.0037173503
252,0.030221777,0.76231337,0.24011372
253,0.7100772,0.21506296,0.10076719
254,0.49058986,0.49819663,0.043590494
255,0.85770303,0.15275243,0.016267406
256,0.98318666,0.040217504,0.0016095573
257,0.9210456,0.10239769,0.002677015
258,0.44066456,0.5265054,0.06522305
259,0.9459334,0.07219666,0.00733338
260,0.92863077,0.09564331,0.0017448943
261,0.97826886,0.045374747,0.0014672242
262,0.15126586,0.8205772,0.06588455
263,0.15890245,0.55720794,0.31116825
264,0.9827385,0.03925204,0.0029740557
265,0.862975,0.15229747,0.011550886
266,0.9139581,0.10910708,0.0031658513
267,0.59861696,0.41123202,0.021456547
268,0.91371477,0.09196767,0.019851994
269,0.883164,0.12517954,0.017841473
270,0.1202089,0.49476883,0.40891045
271,0.89442074,0.12065011,0.011185162
272,0.12089874,0.5906135,0.31625676
273,0.9430521,0.07233248,0.010019351
274,0.94619364,0.07332633,0.005994971
275,0.46619904,0.5511635,0.016600685
276,0.39387587,0.553378,0.085167974
277,0.70860773,0.3023163,0.018468937
278,0.67375976,0.341213,0.015203185
279,0.9578298,0.06476165,0.0028404235
280,0.41335526,0.6074855,0.01420242
281,0.82039046,0.19617216,0.011069964
282,0.927772,0.08520488,0.012601731
283,0.88273805,0.13500689,0.008826687
284,0.8816922,0.1379898,0.0069864104
285,0.36202723,0.2745609,0.3838715
286,0.85326105,0.14988488,0.023361178
287,0.79361117,0.22370036,0.010827501
288,0.0051788096,0.7439915,0.28217512
289,0.6299617,0.38829395,0.012831466
290,0.7366136,0.27516535,0.017150624
291,0.36459497,0.63815373,0.03243181
292,0.875469,0.14492641,0.006412343
293,0.9271691,0.09544077,0.0033679367
294,0.7673239,0.2503681,0.0109298
295,0.09163574,0.16917603,0.7493017
296,0.8100322,0.18712112,0.029880796
297,0.85343,0.14909482,0.023954244
298,0.4671467,0.5557894,0.011234974
299,0.023928365,0.94676787,0.06924943
300,0.7815687,0.20205016,0.043375537
301,0.44252834,0.5731016,0.018684248
302,0.49060997,0.4573263,0.08279301
303,0.8197051,0.15893134,0.047478788
304,0.41119573,0.5575744,0.06421145
305,0.78747857,0.23234342,0.0085273795
306,0.7472517,0.2670452,0.014544971
307,0.5909476,0.20864777,0.22336736
308,0.9184883,0.10155814,0.005982373
309,0.9055812,0.115204826,0.005502158
310,0.9573865,0.06687889,0.0012418288
311,0.8198519,0.20178872,0.006206397
312,0.92194575,0.10218458,0.0020017
313,0.53200424,0.4088956,0.08880962
314,0.9228741,0.10089687,0.0023300522
315,0.9188161,0.10545303,0.0019241204
316,0.6476037,0.35218647,0.030238628
317,0.8475058,0.1729193,0.0068812137
318,0.71125114,0.29124632,0.026508762
319,0.9801717,0.043769464,0.0011478281
320,0.582355,0.41331047,0.03535715
321,0.69124705,0.29015183,0.047112178
322,0.0016742913,0.005457855,0.9943506
323,0.922853,0.09538651,0.0076388223
324,0.5087696,0.3828306,0.13653426
325,0.47779828,0.4870222,0.066817544
326,0.9197495,0.07868518,0.026700007
327,0.8921025,0.12403776,0.010200168
328,0.8309202,0.19057284,0.0061512506
329,0.28529114,0.7073158,0.04357479
330,0.111000724,0.7021721,0.21887186
331,0.06030137,0.7437188,0.228557
332,0.98044306,0.03680513,0.0075661037
333,0.79691285,0.22249581,0.008756297
334,0.99361527,0.02949581,0.0017052717
335,0.10670802,0.4957551,0.42116046
336,0.86354876,0.16016999,0.0034349957
337,0.12513846,0.72905576,0.17925334
338,0.94079036,0.07885246,0.005973112
339,0.04094221,0.84795594,0.14744627
340,0.3609822,0.6247167,0.048858263
341,0.8634273,0.15850826,0.005148554
342,0.47811577,0.39295432,0.15678145
343,0.639176,0.37995633,0.011826358
344,0.7679109,0.25035614,0.010367558
345,0.4685243,0.5352015,0.029646065
346,0.32022855,0.60992974,0.1028838
347,0.97496736,0.047717184,0.0024463963
348,0.94984347,0.070050396,0.00557111
349,0.16050306,0.6832485,0.18864614
350,0.75667673,0.26143712,0.010714386
351,0.94110197,0.078680694,0.005833281
352,0.87371683,0.14507417,0.007983255
353,0.5423969,0.41555554,0.07225983
354,0.54320645,0.44869852,0.039662268
355,0.92582285,0.096730456,0.003446219
356,0.5597644,0.45448917,0.017920483
357,0.09295285,0.8962605,0.05025165
358,0.6621504,0.3105497,0.055977527
359,0.8829946,0.13650563,0.0071376227
360,0.7905632,0.22982992,0.007924352
361,0.7924946,0.2302299,0.005652762
362,0.81567633,0.20191653,0.010165133
363,0.6217418,0.39653435,0.01295804
364,0.02828009,0.113008685,0.8651311
365,0.8580041,0.1628125,0.006318704
366,0.9541574,0.06295459,0.008164024
367,0.9570182,0.06725341,0.0012423526
368,0.028903669,0.088269845,0.88826275
369,0.17161758,0.79449636,0.07102078
370,0.19831777,0.745262,0.09217144
371,0.008914602,0.05169177,0.94290406
372,0.81083703,0.2076278,0.009414404
373,0.27371895,0.66140085,0.09894937
374,0.4367488,0.51591057,0.079218134
375,0.74356717,0.28032994,0.005397347
376,0.1540868,0.7533441,0.12764892
377,0.43370908,0.5916983,0.009457974
378,0.82271665,0.19635153,0.008624236
379,0.7915134,0.2294785,0.0073329713
380,0.9437156,0.07962572,0.0023718649
381,0.94661677,0.06839238,0.01031621
382,0.6002141,0.41546857,0.01582965
383,0.8294769,0.19335508,0.0048919003
384,0.91631955,0.105019845,0.0047801165
385,0.4722597,0.49853018,0.06118735
386,0.09628497,0.7514833,0.18593326
387,0.6235788,0.29343385,0.11010519
388,0.7187153,0.278793,0.031163994
389,0.7533894,0.24961995,0.02526807
390,0.953994,0.06871177,0.002798908
391,0.8052834,0.20298575,0.019297637
392,0.89845794,0.118098944,0.009687319
393,0.0036580814,0.07349628,0.9271169
394,0.68447727,0.31505582,0.029829632
395,0.7797081,0.2425934,0.0062860213
396,0.1386094,0.8188876,0.0798772
397,0.71131206,0.2941963,0.023618184
398,0.6819168,0.34096968,0.0074635893
399,0.9414428,0.081819534,0.002488024
400,0.7286572,0.2811127,0.01922001
401,0.49950162,0.4169022,0.112895645
402,0.064448565,0.22308105,0.72414476
403,0.86912936,0.15278438,0.0050680023
404,0.9580765,0.06487613,0.0024894448
405,0.88514984,0.1388677,0.002764104
406,0.7519094,0.2563532,0.020253006
407,0.73752594,0.27769077,0.013835177
408,0.76034254,0.2586666,0.009789957
409,0.48916635,0.5200567,0.024003379
410,0.6784587,0.28312817,0.06635254
411,0.7895232,0.2302387,0.008548612
412,0.49472088,0.5148856,0.023536658
413,0.77259606,0.21605311,0.038707543
414,0.9238648,0.09884037,0.0033352282
415,0.04056691,0.7591659,0.2330224
416,0.34416574,0.5137133,0.17182255
417,0.014402672,0.33138746,0.6691237
418,0.8960375,0.1213232,0.00895901
419,0.016412353,0.24877389,0.7464412
420,0.9570693,0.06459531,0.0037432988
421,0.9778465,0.04533948,0.0019138823
422,0.52421796,0.4597681,0.047599446
423,0.8610708,0.12886927,0.035895597
424,0.15991119,0.42443597,0.43759978
425,0.9640117,0.060434196,0.0009506871
426,0.002409765,0.11922337,0.8844541
427,0.77170104,0.2042378,0.050921343
428,0.79863024,0.21605702,0.013256755
429,0.2907001,0.7241116,0.022169296
430,0.67578274,0.33378842,0.020350967
431,0.6374113,0.37986195,0.013641756
432,0.8255788,0.18900709,0.012874754
433,0.80176795,0.21566808,0.010562976
434,0.94122386,0.082489595,0.0020589516
435,0.9502696,0.06913258,0.0060354155
436,0.9898966,0.033184722,0.0018000542
437,0.006772187,0.012327873,0.9827747
438,0.64550114,0.36211786,0.022762861
439,0.92341137,0.09916665,0.003465301
440,0.9470595,0.076697975,0.0019129002
441,0.9052926,0.11448283,0.006477001
442,0.9806114,0.040694095,0.003669416
443,0.011482197,0.040165473,0.9514559
444,0.034939274,0.9112958,0.0925285
445,0.33346742,0.6028275,0.096759126
446,0.93504435,0.08907782,0.0017765113
447,0.81191915,0.20863691,0.007388239
448,0.87504613,0.1458403,0.0059487037
449,0.98630434,0.03543415,0.003152581
450,0.6251952,0.38596135,0.019728983
451,0.42076057,0.56451654,0.04820009
452,0.5854229,0.4339365,0.012564352
453,0.016714796,0.9373906,0.0852995
454,0.85369164,0.16761291,0.0059271576
455,0.99512357,0.027045932,0.002582104
456,0.369656,0.60786325,0.056553796
457,0.8503342,0.16556264,0.0111764865
458,0.9622468,0.061702523,0.0014587385
459,0.9188512,0.10515629,0.0021746266
460,0.2892885,0.73296493,0.015052754
461,0.99750704,0.024449326,0.0027443594
462,0.91536194,0.10796068,0.0028939089
463,0.8428185,0.17646623,0.008058921
464,0.89337456,0.12923887,0.0039654276
465,0.28008658,0.5513553,0.1983329
466,0.771825,0.22061594,0.03508257
467,0.16590695,0.66301996,0.20277679
468,0.81939095,0.16586247,0.04113438
469,0.71100426,0.29150736,0.026499543
470,0.87109894,0.14896074,0.0068123806
471,0.0030634645,0.07289068,0.92827934
472,0.48736423,0.541261,0.005415744
473,0.742558,0.27008203,0.016218528
474,0.81856287,0.19142292,0.017414086
475,0.7338505,0.27568513,0.019352542
476,0.018753767,0.0976862,0.8891473
477,0.9782577,0.045220435,0.0016262159
478,0.90398043,0.11936203,0.0030773254
479,0.8752019,0.1459861,0.005656451
480,0.5097991,0.4191997,0.10062554
481,0.2838464,0.7240726,0.028905947
482,0.87783706,0.14538261,0.0036598654
483,0.16764021,0.55224264,0.30739254
484,0.93378544,0.08741164,0.0046061426
485,0.95303154,0.07043264,0.002088145
486,0.27027044,0.66326654,0.100529626
487,0.565639,0.45240256,0.014180729
488,0.9518222,0.070851654,0.00286812
489,0.78561604,0.21752624,0.024567427
490,0.97369885,0.048131004,0.0032890323
491,0.65540415,0.36485797,0.010453597
492,0.074962266,0.67247134,0.28260088
493,0.07661083,0.50802773,0.4388013
494,0.6143989,0.3916884,0.02478581
495,0.7811288,0.23576735,0.011448066
496,0.8406146,0.1144715,0.0697077
497,0.6727104,0.3253147,0.031486005
498,0.033322345,0.6580065,0.33718342
499,0.090136,0.4464309,0.48469383
500,0.96117646,0.06345452,0.0008236505
501,0.9572641,0.06167048,0.0063597932
502,0.13498539,0.257101,0.6225502
503,0.92357033,0.10068053,0.0018570167
504,0.63725716,0.36925521,0.023971438
505,0.5291156,0.47506717,0.02813014
506,0.11560523,0.48093417,0.42668706
507,0.05243205,0.7990845,0.18311597
508,0.2808122,0.7379359,0.018567532
509,0.9222973,0.101359725,0.0024496005
510,0.109282725,0.43219808,0.47963768
511,0.68019754,0.32024378,0.029034153
512,0.1854534,0.6942409,0.15370911
513,0.9805604,0.04037762,0.004022804
514,0.93764204,0.08696763,0.0012625502
515,0.842912,0.17803234,0.0064644767
516,0.95235634,0.070867084,0.0023311381
517,0.97960365,0.043380324,0.0020765057
518,0.9282536,0.09126827,0.006312023
519,0.64690006,0.3297882,0.052421443
520,0.9320089,0.0828671,0.0107038
521,0.0117073525,0.41900307,0.58767605
522,0.22453435,0.5521552,0.25186503
523,0.9731211,0.04769671,0.004270547
524,0.80139834,0.2001352,0.025830697
525,0.004496525,0.15993562,0.843344
526,0.71535814,0.3013955,0.012754416
527,0.8679703,0.1356449,0.022649255
528,0.31379133,0.62096566,0.09858491
529,0.8977606,0.12162617,0.0069838883
530,0.84230614,0.17145047,0.013373228
531,0.95406216,0.06844242,0.0029907464
532,0.854513,0.14365835,0.028112784
533,0.6591749,0.3620699,0.009443358
534,0.60558635,0.35606515,0.06758631
535,0.8755505,0.14766967,0.0037001595
536,0.95214534,0.07128719,0.0021342929
537,0.09932942,0.6100014,0.3187337
538,0.5857821,0.25063822,0.18811944
539,0.38594496,0.5406376,0.105146654
540,0.9092612,0.10769027,0.009116527
541,0.9732518,0.05130275,0.0006820918
542,0.60895866,0.39856228,0.023506798
543,0.81861466,0.19348034,0.01538899
544,0.30325854,0.6752042,0.05682903
545,0.26847726,0.6839435,0.082439296
546,0.91277516,0.10560335,0.0076845586
547,0.9774884,0.043655984,0.0038795732
548,0.8840965,0.12746271,0.014738802
549,0.83268845,0.19094369,0.0040669367
550,0.90860015,0.11256585,0.00508368
551,0.011928445,0.20013845,0.7974981
552,0.76071846,0.24048944,0.02686661
553,0.66718537,0.34459218,0.018386463
554,0.9527145,0.063533336,0.009019147
555,0.9932473,0.028967407,0.0025721742
556,0.8405631,0.16822213,0.018175118
557,0.9805511,0.04115675,0.0032842378
558,0.28620192,0.66607034,0.08226664
559,0.3973559,0.49184123,0.14082158
560,0.032908972,0.98030263,0.028288852
561,0.9397864,0.082431,0.0035202145
562,0.90811914,0.115031004,0.0031882236
563,0.8364438,0.1766335,0.0141294
564,0.026641872,0.9517078,0.061856456
565,0.9628839,0.05678456,0.0055556037
566,0.8608126,0.13055177,0.034533277
567,0.74720633,0.25726065,0.023979226
568,0.36632198,0.64148957,0.027542455
569,0.5532018,0.44757947,0.030966137
570,0.75379074,0.2422487,0.031949874
571,0.6227199,0.36150512,0.045618508
572,0.8852124,0.12749623,0.0136159565
573,0.00198077,0.21146964,0.7963473
574,0.7518571,0.27375704,0.0036021979
575,0.94313467,0.079373814,0.0031813649
576,0.92880267,0.095486075,0.0017277417
577,0.62153625,0.3635756,0.04478847
578,0.8508853,0.17229435,0.004177567
579,0.96251154,0.060676184,0.0021849037
580,0.9789697,0.043983646,0.0021172129
581,0.7163256,0.30276865,0.010491027
582,0.83126956,0.1790463,0.016871467
583,0.45114222,0.44921875,0.12915145
584,0.16049574,0.829624,0.048180785
585,0.79463446,0.22007926,0.013302289
586,0.026800757,0.4222697,0.56978804
587,0.95511645,0.06523391,0.0050393064
588,0.9645786,0.059435938,0.0013546837
589,0.985199,0.035274968,0.004385886
590,0.6016311,0.39926812,0.029991772
591,0.1417491,0.630078,0.25800353
592,0.9610168,0.06049214,0.0038226186
593,0.0137061225,0.05532636,0.9347325
594,0.008424106,1.0,0.03331873
595,0.091592774,0.8616104,0.08483385
596,0.9671059,0.05519296,0.0029561128
597,0.33203575,0.68418545,0.020081716
598,0.023757271,0.8199696,0.19110154
599,0.7960509,0.20187984,0.029383268
600,0.9713158,0.05167231,0.0022199368
601,0.80584824,0.19869784,0.022860546
602,0.005303131,0.13403608,0.86741066
603,0.6207439,0.38124296,0.028608184
604,0.98767036,0.033126038,0.0040324847
605,0.85131764,0.16378295,0.011923256
606,0.16314971,0.7937982,0.07996767
607,0.29624704,0.60846657,0.12772875
608,0.926611,0.09764874,0.0017945096
609,0.9883866,0.032909878,0.0035397983
610,0.4326664,0.5858307,0.016108071
611,0.9296749,0.0846449,0.011279132
612,0.93887985,0.0827335,0.0041160933
613,0.6208204,0.38371047,0.026165316
614,0.8672046,0.15369259,0.0060778027
615,0.9689182,0.05445141,0.0018964214
616,0.81379503,0.21132866,0.0029715667
617,0.94805753,0.06494327,0.012217952
618,0.68374586,0.2869138,0.057551686
619,0.8453554,0.17479809,0.00718008
620,0.23141202,0.4075456,0.38392025
621,0.9430094,0.08028863,0.0024257815
622,0.77692723,0.22953486,0.021536114
623,0.9572453,0.0662843,0.0019504465
624,0.663665,0.31184113,0.053257734
625,0.88178355,0.124023914,0.02029979
626,0.3360242,0.6209099,0.076906875
627,0.55631393,0.45195708,0.02372307
628,0.48861772,0.4910483,0.052378338
629,0.6257493,0.39401072,0.0114627965
630,0.43259272,0.5812184,0.02060635
631,0.93179137,0.08791865,0.006068644
632,0.95224583,0.06820841,0.004990708
633,0.9507649,0.07062657,0.0041177077
634,0.7667457,0.20934859,0.050860293
635,0.8912209,0.12246302,0.012573067
636,0.76593065,0.26061827,0.0024548587
637,0.90540886,0.11134373,0.009375876
638,0.14560004,0.5327852,0.34760857
639,0.76385224,0.25694883,0.008007895
640,0.3284858,0.67407066,0.033258446
641,0.80294776,0.22073032,0.00455164
642,0.80001116,0.15943234,0.06624807
643,0.87061256,0.15338212,0.0030446965
644,0.33718657,0.55095285,0.14290655
645,0.9181918,0.10362057,0.0042930003
646,0.7684992,0.2540668,0.006231501
647,0.9918973,0.031034775,0.0019077323
648,0.5993206,0.3800939,0.05065117
649,0.23156351,0.5127131,0.28284585
650,0.22155777,0.79753065,0.019294627
651,0.8994267,0.11213384,0.014464935
652,0.938507,0.08578069,0.001556112
653,0.8967451,0.12421855,0.005488769
654,0.51311535,0.51204556,0.008282467
655,0.10009319,0.16890647,0.74129367
656,0.084855385,0.9159522,0.039269056
657,0.39136156,0.5825327,0.059646584
658,0.0033049872,0.053713735,0.9464468
659,0.81373507,0.19909282,0.014772477
660,0.28791592,0.4845667,0.2547753
661,0.9397242,0.0828903,0.0031402814
662,0.014416932,0.89893746,0.124448
663,0.73692185,0.18351664,0.10480189
664,0.87795424,0.14074433,0.007996535
665,0.7995163,0.17391337,0.05283465
666,0.7996474,0.2149328,0.013341347
667,0.82748944,0.1850893,0.014766987
668,0.08323528,0.71225584,0.23633428
669,0.96559477,0.050902154,0.008551106
670,0.98403645,0.039525457,0.0014431123
671,0.29003623,0.70385635,0.04225663
672,0.59821093,0.4066421,0.026258262
673,0.9279374,0.08860042,0.009181366
674,0.78056765,0.15979277,0.084907256
675,0.961311,0.059147615,0.0048253294
676,0.7444267,0.23419043,0.048836015
677,0.013452626,0.08424991,0.9072233
678,0.9215994,0.08798354,0.015968537
679,0.06573448,0.35585237,0.59547085
680,0.1248609,0.7031846,0.20435254
681,0.9268076,0.09694657,0.0022762478
682,0.43892366,0.5665929,0.028453935
683,0.7737416,0.23435485,0.020024316
684,0.4267991,0.57626075,0.03102709
685,0.9204366,0.09748028,0.007991326
686,0.92646164,0.095762216,0.0037509608
687,0.6826336,0.30949527,0.036968052
688,0.9276363,0.09532027,0.0030267807
689,0.39721605,0.3108656,0.31463552
690,0.84053266,0.17261507,0.013989029
